objectid,parentid,group_count,title,creator,date,year,subject,description,county,city,location,latitude,longitude,type,format,filename,display_template,object_full,object_location,image_small,image_thumb
sanborn-burke-1927-004,burke-1927,8,"Sanborn Map of Burke, Shoshone County, Idaho, 1927",Sanborn Map Company,1927-10,1927,movies; dance hall; dwelling; post office; general merchandise; meat; bakery; hardware; drugs; restaurant; saw mill; rope house; oil house; kitchen,map page highlighting detailed information about the location's features,Shoshone,Burke,"Burke, Idaho",47.522216,-115.812917,Image;StillImage,image/jpg,sanborn-burke-1927-004.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burke-1927-004.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burke-1927-004.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burke-1927-004_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burke-1927-004_th.jpg"
sanborn-burke-1927-005,burke-1927,8,"Sanborn Map of Burke, Shoshone County, Idaho, 1927",Sanborn Map Company,1927-10,1927,grocery; billiards; drugs; cigars; boarding; office; dwelling; lumber; catholic church; coal shed; shed; carpenter; garage,map page highlighting detailed information about the location's features,Shoshone,Burke,"Burke, Idaho",47.521984,-115.814462,Image;StillImage,image/jpg,sanborn-burke-1927-005.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burke-1927-005.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burke-1927-005.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burke-1927-005_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burke-1927-005_th.jpg"
sanborn-burke-1927-006,burke-1927,8,"Sanborn Map of Burke, Shoshone County, Idaho, 1927",Sanborn Map Company,1927-10,1927,dwelling; chicken coop; boarding; shed; methodist episcopal church,map page highlighting detailed information about the location's features,Shoshone,Burke,"Burke, Idaho",47.521614,-115.815664,Image;StillImage,image/jpg,sanborn-burke-1927-006.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burke-1927-006.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burke-1927-006.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burke-1927-006_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burke-1927-006_th.jpg"
sanborn-burke-1927-007,burke-1927,8,"Sanborn Map of Burke, Shoshone County, Idaho, 1927",Sanborn Map Company,1927-10,1927,dwelling; public school; lumber shed; shed; coal shed,map page highlighting detailed information about the location's features,Shoshone,Burke,"Burke, Idaho",47.5206,-115.819312,Image;StillImage,image/jpg,sanborn-burke-1927-007.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burke-1927-007.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burke-1927-007.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burke-1927-007_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burke-1927-007_th.jpg"
sanborn-burke-1927-008,burke-1927,8,"Sanborn Map of Burke, Shoshone County, Idaho, 1927",Sanborn Map Company,1927-10,1927,dwelling; shed; boarding house; kitchen; office; hall; grocery; coal bunker; hose house; lumber shed; machine shop; rope house; ware house,map page highlighting detailed information about the location's features,Shoshone,Burke,"Burke, Idaho",47.519577,-115.822672,Image;StillImage,image/jpg,sanborn-burke-1927-008.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burke-1927-008.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burke-1927-008.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burke-1927-008_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burke-1927-008_th.jpg"
burley-1911,,,"Sanborn Map of Burley, Cassia County, Idaho, 1911",Sanborn Map Company,1911,1911,,group of map pages highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",42.53664485,-113.7940265,Image;StillImage,record,,sanborn_map,,,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1911-001_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1911-001_th.jpg"
sanborn-burley-1911-001,burley-1911,5,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1911",Sanborn Map Company,1911,1911,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1911-001.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1911-001.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1911-001.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1911-001_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1911-001_th.jpg"
sanborn-burley-1911-002,burley-1911,5,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1911",Sanborn Map Company,1911,1911,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1911-002.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1911-002.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1911-002.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1911-002_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1911-002_th.jpg"
sanborn-burley-1911-003,burley-1911,5,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1911",Sanborn Map Company,1911,1911,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1911-003.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1911-003.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1911-003.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1911-003_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1911-003_th.jpg"
sanborn-burley-1911-004,burley-1911,5,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1911",Sanborn Map Company,1911,1911,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1911-004.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1911-004.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1911-004.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1911-004_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1911-004_th.jpg"
sanborn-burley-1911-005,burley-1911,5,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1911",Sanborn Map Company,1911,1911,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1911-005.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1911-005.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1911-005.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1911-005_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1911-005_th.jpg"
burley-1915,,,"Sanborn Map of Burley, Cassia County, Idaho, 1915",Sanborn Map Company,1915,1915,,group of map pages highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",42.53664485,-113.7940265,Image;StillImage,record,,sanborn_map,,,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1915-001_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1915-001_th.jpg"
sanborn-burley-1915-001,burley-1915,10,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1915",Sanborn Map Company,1915,1915,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1915-001.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1915-001.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1915-001.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1915-001_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1915-001_th.jpg"
sanborn-burley-1915-002,burley-1915,10,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1915",Sanborn Map Company,1915,1915,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1915-002.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1915-002.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1915-002.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1915-002_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1915-002_th.jpg"
sanborn-burley-1915-003,burley-1915,10,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1915",Sanborn Map Company,1915,1915,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1915-003.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1915-003.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1915-003.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1915-003_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1915-003_th.jpg"
sanborn-burley-1915-004,burley-1915,10,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1915",Sanborn Map Company,1915,1915,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1915-004.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1915-004.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1915-004.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1915-004_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1915-004_th.jpg"
sanborn-burley-1915-005,burley-1915,10,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1915",Sanborn Map Company,1915,1915,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1915-005.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1915-005.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1915-005.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1915-005_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1915-005_th.jpg"
sanborn-burley-1915-006,burley-1915,10,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1915",Sanborn Map Company,1915,1915,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1915-006.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1915-006.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1915-006.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1915-006_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1915-006_th.jpg"
sanborn-burley-1915-007,burley-1915,10,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1915",Sanborn Map Company,1915,1915,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1915-007.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1915-007.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1915-007.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1915-007_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1915-007_th.jpg"
sanborn-burley-1915-008,burley-1915,10,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1915",Sanborn Map Company,1915,1915,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1915-008.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1915-008.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1915-008.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1915-008_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1915-008_th.jpg"
sanborn-burley-1915-009,burley-1915,10,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1915",Sanborn Map Company,1915,1915,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1915-009.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1915-009.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1915-009.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1915-009_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1915-009_th.jpg"
sanborn-burley-1915-010,burley-1915,10,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1915",Sanborn Map Company,1915,1915,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1915-010.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1915-010.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1915-010.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1915-010_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1915-010_th.jpg"
burley-1921,,,"Sanborn Map of Burley, Cassia County, Idaho, 1921",Sanborn Map Company,1921,1921,,group of map pages highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",42.53664485,-113.7940265,Image;StillImage,record,,sanborn_map,,,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1921-001_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1921-001_th.jpg"
sanborn-burley-1921-001,burley-1921,22,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1921",Sanborn Map Company,1921,1921,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1921-001.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1921-001.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1921-001.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1921-001_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1921-001_th.jpg"
sanborn-burley-1921-002,burley-1921,22,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1921",Sanborn Map Company,1921,1921,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1921-002.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1921-002.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1921-002.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1921-002_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1921-002_th.jpg"
sanborn-burley-1921-003,burley-1921,22,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1921",Sanborn Map Company,1921,1921,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1921-003.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1921-003.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1921-003.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1921-003_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1921-003_th.jpg"
sanborn-burley-1921-004,burley-1921,22,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1921",Sanborn Map Company,1921,1921,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1921-004.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1921-004.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1921-004.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1921-004_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1921-004_th.jpg"
sanborn-burley-1921-005,burley-1921,22,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1921",Sanborn Map Company,1921,1921,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1921-005.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1921-005.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1921-005.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1921-005_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1921-005_th.jpg"
sanborn-burley-1921-006,burley-1921,22,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1921",Sanborn Map Company,1921,1921,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1921-006.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1921-006.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1921-006.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1921-006_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1921-006_th.jpg"
sanborn-burley-1921-007,burley-1921,22,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1921",Sanborn Map Company,1921,1921,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1921-007.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1921-007.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1921-007.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1921-007_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1921-007_th.jpg"
sanborn-burley-1921-008,burley-1921,22,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1921",Sanborn Map Company,1921,1921,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1921-008.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1921-008.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1921-008.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1921-008_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1921-008_th.jpg"
sanborn-burley-1921-009,burley-1921,22,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1921",Sanborn Map Company,1921,1921,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1921-009.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1921-009.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1921-009.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1921-009_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1921-009_th.jpg"
sanborn-burley-1921-010,burley-1921,22,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1921",Sanborn Map Company,1921,1921,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1921-010.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1921-010.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1921-010.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1921-010_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1921-010_th.jpg"
sanborn-burley-1921-011,burley-1921,22,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1921",Sanborn Map Company,1921,1921,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1921-011.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1921-011.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1921-011.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1921-011_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1921-011_th.jpg"
sanborn-burley-1921-012,burley-1921,22,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1921",Sanborn Map Company,1921,1921,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1921-012.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1921-012.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1921-012.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1921-012_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1921-012_th.jpg"
sanborn-burley-1921-013,burley-1921,22,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1921",Sanborn Map Company,1921,1921,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1921-013.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1921-013.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1921-013.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1921-013_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1921-013_th.jpg"
sanborn-burley-1921-014,burley-1921,22,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1921",Sanborn Map Company,1921,1921,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1921-014.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1921-014.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1921-014.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1921-014_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1921-014_th.jpg"
sanborn-burley-1921-015,burley-1921,22,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1921",Sanborn Map Company,1921,1921,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1921-015.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1921-015.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1921-015.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1921-015_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1921-015_th.jpg"
sanborn-burley-1921-016,burley-1921,22,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1921",Sanborn Map Company,1921,1921,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1921-016.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1921-016.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1921-016.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1921-016_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1921-016_th.jpg"
sanborn-burley-1921-017,burley-1921,22,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1921",Sanborn Map Company,1921,1921,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1921-017.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1921-017.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1921-017.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1921-017_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1921-017_th.jpg"
sanborn-burley-1921-018,burley-1921,22,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1921",Sanborn Map Company,1921,1921,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1921-018.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1921-018.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1921-018.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1921-018_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1921-018_th.jpg"
sanborn-burley-1921-019,burley-1921,22,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1921",Sanborn Map Company,1921,1921,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1921-019.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1921-019.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1921-019.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1921-019_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1921-019_th.jpg"
sanborn-burley-1921-020,burley-1921,22,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1921",Sanborn Map Company,1921,1921,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1921-020.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1921-020.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1921-020.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1921-020_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1921-020_th.jpg"
sanborn-burley-1921-021,burley-1921,22,"Sanborn Map of Burley, Cassia; Minidoka County, Idaho, 1921",Sanborn Map Company,1921,1921,,map page highlighting detailed information about the location's features,Cassia,Burley,"Burley, Idaho",,,Image;StillImage,image/jpg,sanborn-burley-1921-021.jpg,sanborn-child,https://objects.lib.uidaho.edu/sanborn/full/sanborn-burley-1921-021.jpg,https://objects.lib.uidaho.edu/sanborn/sanborn-burley-1921-021.jpg,https://objects.lib.uidaho.edu/sanborn/small/sanborn-burley-1921-021_sm.jpg,"https://objects.lib.uidaho.edu/sanborn/thumbs/sanborn-burley-1921-021_th.jpg"
