objectid,title,nearesttown,year,latitude,longitude,browselink,ccccampbuilder,contemporaryname,filename,moreimages,display_template,object_location,image_small,image_thumb
extantccc093,New Meadows Ranger Station,New Meadows,1930,44.972214,-116.281704,P-221,P-221,Private ownership,NewMeadowsRangerStation.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/NewMeadowsRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/NewMeadowsRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/NewMeadowsRangerStation.jpg
extantccc094,No Business (Blue Bunch) Lookout,McCall,1930,44.764298,-116.196153,,,,,,ccc_building,,,
extantccc095,North South Ski Lodge,Emida,1939,47.066699,-116.666973,F-188," Camp Willow Crrek, F-188",Palouse Divide Lodge,NorthSouthSkiLodge.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/NorthSouthSkiLodge.jpg,https://objects.lib.uidaho.edu/cccidaho/NorthSouthSkiLodge.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/NorthSouthSkiLodge.jpg
extantccc096,Paddy Flat Guard Station,Donnelly,1930,44.776087,-115.943519,F-54,F-54,,PaddyFlatGuardStation01.jpg,PaddyFlatGuardStation02.jpg,ccc_building,https://objects.lib.uidaho.edu/cccidaho/PaddyFlatGuardStation01.jpg,https://objects.lib.uidaho.edu/cccidaho/PaddyFlatGuardStation01.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/PaddyFlatGuardStation01.jpg
extantccc097,Paris Ranger Station,Paris,1930,42.224468,-111.398564,F-99,"Camp Paris, F-99",Paris Administrative Site,ParisRangerStation.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/ParisRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/ParisRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/ParisRangerStation.jpg
extantccc098,Pomerelle Ski Area Cabin,Rupert,1940,42.318185,-113.607731,,,,,,ccc_building,,,
extantccc099,Powell Ranger Station Cookhouse,Kooskia,1930,46.509642,-114.709833,,,,,,ccc_building,,,
extantccc100,Price Valley Ranger Station,Tamarack,1930,45.020779,-116.436465,S-221,S-221,Price Valley Guard Station,,,ccc_building,,,
extantccc101,Priest River Experimental Station,Priest River,1936,48.3525,-116.796944,F-127,"Camp Experiment Station, F-127",,,,ccc_building,,,
extantccc102,Rapid River Ranger Station,Stanley,1934,44.54074,-115.070097,,,Seaform Guard Station,RapidRiverRangerStation01.jpg,RapidRiverRangerStation02.jpg;RapidRiverRangerStation03.jpg;RapidRiverRangerStation04.jpg,ccc_building,https://objects.lib.uidaho.edu/cccidaho/RapidRiverRangerStation01.jpg,https://objects.lib.uidaho.edu/cccidaho/RapidRiverRangerStation01.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/RapidRiverRangerStation01.jpg
extantccc103,Red Ives Ranger Station,Avery,1936,47.055556,-115.351667,F-184,"Camp Red Ives, F-184",Red Ives Cabin,RedIvesRangerStation01.jpg,RedIvesRangerStation02.jpg;RedIvesRangerStation03.jpg;RedIvesRangerStation04.jpg;RedIvesRangerStation05.jpg;RedIvesRangerStation06.jpg,ccc_building,https://objects.lib.uidaho.edu/cccidaho/RedIvesRangerStation01.jpg,https://objects.lib.uidaho.edu/cccidaho/RedIvesRangerStation01.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/RedIvesRangerStation01.jpg
extantccc104,Redfish Lake Guard Station,Stanley,1933,44.144053,-114.918912,,,,,,ccc_building,,,
extantccc105,Relic Hall,Franklin,1937,42.018833,-111.802529,,,,RelicHall01.jpg,RelicHall02.jpg;RelicHall03.jpg;RelicHall04.jpg;RelicHall05.jpg;RelicHall06.jpg,ccc_building,https://objects.lib.uidaho.edu/cccidaho/RelicHall01.jpg,https://objects.lib.uidaho.edu/cccidaho/RelicHall01.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/RelicHall01.jpg
extantccc106,Rock Creek Ranger Station,Rogerson,1941,42.155296,-114.186643,F-402,"Camp Rock Creek, F-402",Rock Creek Guard Station,RockCreekRangerStation.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/RockCreekRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/RockCreekRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/RockCreekRangerStation.jpg
extantccc107,Rush Creek Point Lookout,Salmon,1933,45.166195,-114.934838,,,,,,ccc_building,,,
extantccc108,Russian John Guard Station,Ketchum,1934,43.805739,-114.58256,,,,,,ccc_building,,,
extantccc109,Sage Hen Reservoir Dam,Smith's Ferry,1930,44.32603,-116.19512,S-227,S-227,,,,ccc_building,,,
extantccc110,Salmon National Forest Supervisor's Office,Salmon,1933,45.173367,-113.895303,,,Salmon-Cobalt Ranger Station,SalmonCobaltRangerStation.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/SalmonCobaltRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/SalmonCobaltRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/SalmonCobaltRangerStation.jpg
extantccc111,Sam Owen Campground,Hope,1941,48.223372,-116.294253,,,,,,ccc_building,,,
extantccc112,Sawtooth Valley Ranger Station,Stanley,1933,44.029648,-114.824657,,,Sawtooth Valley Work Station,SawtoothValleyRangerStation.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/SawtoothValleyRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/SawtoothValleyRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/SawtoothValleyRangerStation.jpg
extantccc113,Shafer Butte Lookout,Boise,1930,43.771493,-116.088487,,,,,,ccc_building,,,
extantccc114,Shake Creek Ranger Station,Feathervile,1934,43.615453,-115.163967,,,Shake Creek Guard Station,,,ccc_building,,,
extantccc115,Shoshone Park Picnic Area,Mullan,1930,47.466512,-115.72701,,,,,,ccc_building,,,
extantccc116,Sleeping Deer Lookout,Challis,1935,44.767156,-114.690901,,,,,,ccc_building,,,
extantccc117,Snake River Ranger Station,Swan Valley,1930,43.460144,-111.414684,,,Snake River Ranger Station  Administrative Site,,,ccc_building,,,
extantccc118,Snyder Ranger Station,Eastport,1935,48.884722,-116.168611,,,Snyder Guard Station Historical District,SnyderRangerStation01.jpg,SnyderRangerStation02.jpg;SnyderRangerStation03.jpg;SnyderRangerStation04.jpg;SnyderRangerStation05.jpg;SnyderRangerStation06.jpg;SnyderRangerStation07.jpg;SnyderRangerStation08.jpg,ccc_building,https://objects.lib.uidaho.edu/cccidaho/SnyderRangerStation01.jpg,https://objects.lib.uidaho.edu/cccidaho/SnyderRangerStation01.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/SnyderRangerStation01.jpg
extantccc119,Southern Idaho Timber Protective Association (SITPA) Building - Smith's Ferry,McCall,1937,44.909722,-116.108056,S-223,"Camp McCall, S-223",,SITPABuildingSmith_sFerry.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/SITPABuildingSmith_sFerry.jpg,https://objects.lib.uidaho.edu/cccidaho/SITPABuildingSmith_sFerry.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/SITPABuildingSmith_sFerry.jpg
extantccc120,Southern Idaho Timber Protective Association (SITPA) Buildings - McCall,Smith's Ferry,1930,44.300685,-116.089945,S-227,"Camp Smith's Ferry, S-227",,,,ccc_building,,,
extantccc121,Stolle Meadows Guard Station,Cascade,1930,44.585946,-115.677878,,,Stolle Meadows Cabin ,StolleMeadowsGuardStation.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/StolleMeadowsGuardStation.jpg,https://objects.lib.uidaho.edu/cccidaho/StolleMeadowsGuardStation.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/StolleMeadowsGuardStation.jpg
extantccc122,Sturgill Peak Lookout,Cambridge,1930,44.620585,-116.943584,,,,,,ccc_building,,,
extantccc123,Sunbeam Bathhouse,Clayton,1937,44.269685,-114.748561,,,,SunbeamBathhouse.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/SunbeamBathhouse.jpg,https://objects.lib.uidaho.edu/cccidaho/SunbeamBathhouse.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/SunbeamBathhouse.jpg
extantccc124,Swan Valley Ranger Station,Swan Valley,1930,43.447848,-111.330044,,,Swan Valley Work Center,,,ccc_building,,,
extantccc125,Third Fork Guard Station,Smith's Ferry,1934,44.373639,-116.301897,,,Third Fork Cabin,ThirdForkGuardStation.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/ThirdForkGuardStation.jpg,https://objects.lib.uidaho.edu/cccidaho/ThirdForkGuardStation.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/ThirdForkGuardStation.jpg
extantccc126,Trinity Ranger Station,Mountain Home,1935,43.628804,-115.43703,,,Trinity Guard Station,TrinityGuardStation.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/TrinityGuardStation.jpg,https://objects.lib.uidaho.edu/cccidaho/TrinityGuardStation.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/TrinityGuardStation.jpg
extantccc127,Twin Creek Campground,North Fork,1935,45.608307,-113.96797,,,,TwinCreekCampground.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/TwinCreekCampground.jpg,https://objects.lib.uidaho.edu/cccidaho/TwinCreekCampground.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/TwinCreekCampground.jpg
extantccc128,Valley Creek Ranger Station,Stanley,1933,44.225833,-114.928889,,,Stanley Museum,ValleyCreekRangerStation.jpg,,ccc_building,https://objects.lib.uidaho.edu/cccidaho/ValleyCreekRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/ValleyCreekRangerStation.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/ValleyCreekRangerStation.jpg
extantccc129,Wagonhammer Picnic Area,North Fork,1934,45.395006,-113.982583,,,,,,ccc_building,,,
extantccc130,Warm River Hatchery,Ashton,1940,44.206269,-111.251294,,,Warm River Cabin,,,ccc_building,,,
extantccc131,Warren Ranger Station,Warren,1934,45.267222,-115.671111,,,Warren Guard Station,WarrenRangerStation01.jpg,WarrenRangerStation02.jpg;WarrenRangerStation03.jpg;WarrenRangerStation04.jpg;WarrenRangerStation05.jpg,ccc_building,https://objects.lib.uidaho.edu/cccidaho/WarrenRangerStation01.jpg,https://objects.lib.uidaho.edu/cccidaho/WarrenRangerStation01.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/WarrenRangerStation01.jpg
extantccc132,Yellowjacket Guard Station,Cobalt,1934,45.066396,-114.551811,,,,YellowjacketGuard01.jpg,YellowjacketGuard02.jpg;YellowjacketGuard03.jpg;YellowjacketGuard04.jpg;YellowjacketGuard05.jpg,ccc_building,https://objects.lib.uidaho.edu/cccidaho/YellowjacketGuard01.jpg,https://objects.lib.uidaho.edu/cccidaho/YellowjacketGuard01.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/YellowjacketGuard01.jpg
