title,creator,date,date is approximate,description,location,county,region,features,flight_line,aerial-type,source,identifier,digitization specifications,rights,format,type,latitude,longitude,digital_collection,cd rom call number,publisher digital,language,date digital,date loaded,contributors,date created,date modified,cdmid,objectid,display_template,filename,object_location,image_small,image_thumb,errors
CF2613,Washington National Guard,1937,,Black and white oblique photo taken by the Washington National Guard.,"Kootenai County, Idaho; Rathdrum, Idaho","Kootenai County, Idaho","Rathdrum, Idaho",,,oblique-photo,"Partial set of prints are owned by the Wallace Ranger District and by the Supervisor's Office of the Idaho Panhandle National Forests, Coeur d'Alene, Idaho.",37CF2613,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,"CD-ROM F746.P755 2000, disc 3",University of Idaho Library,eng,2000,2009-11,Dennis Baird,2010-02-24,2014-10-28,894,aerial894,image,aerial894.jpg,https://objects.lib.uidaho.edu/aerial/aerial894.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial894_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial894_th.jpg,
CF2614,Washington National Guard,1937,,Black and white oblique photo taken by the Washington National Guard.,"Kootenai County, Idaho; Rathdrum, Idaho","Kootenai County, Idaho","Rathdrum, Idaho",,,oblique-photo,"Partial set of prints are owned by the Wallace Ranger District and by the Supervisor's Office of the Idaho Panhandle National Forests, Coeur d'Alene, Idaho.",37CF2614,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,"CD-ROM F746.P755 2000, disc 3",University of Idaho Library,eng,2000,2009-11,Dennis Baird,2010-02-24,2014-10-28,895,aerial895,image,aerial895.jpg,https://objects.lib.uidaho.edu/aerial/aerial895.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial895_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial895_th.jpg,
CF2615,Washington National Guard,1937,,Black and white oblique photo taken by the Washington National Guard.,"Kootenai County, Idaho; Rathdrum, Idaho","Kootenai County, Idaho","Rathdrum, Idaho",,,oblique-photo,"Partial set of prints are owned by the Wallace Ranger District and by the Supervisor's Office of the Idaho Panhandle National Forests, Coeur d'Alene, Idaho.",37CF2615,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,"CD-ROM F746.P755 2000, disc 3",University of Idaho Library,eng,2000,2009-11,Dennis Baird,2010-02-24,2014-10-28,896,aerial896,image,aerial896.jpg,https://objects.lib.uidaho.edu/aerial/aerial896.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial896_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial896_th.jpg,
CF8-80,Washington National Guard,1937,,Black and white oblique photo taken by the Washington National Guard.,"Kootenai County, Idaho; Rathdrum, Idaho","Kootenai County, Idaho","Rathdrum, Idaho",,,oblique-photo,"Partial set of prints are owned by the Wallace Ranger District and by the Supervisor's Office of the Idaho Panhandle National Forests, Coeur d'Alene, Idaho.",37CF8-80,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,"CD-ROM F746.P755 2000, disc 3",University of Idaho Library,eng,2000,2009-11,Dennis Baird,2010-02-24,2014-10-28,897,aerial897,image,aerial897.jpg,https://objects.lib.uidaho.edu/aerial/aerial897.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial897_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial897_th.jpg,
CF8-30,Washington National Guard,1937,,Black and white oblique photo taken by the Washington National Guard.,"Kootenai County, Idaho; Rathdrum, Idaho","Kootenai County, Idaho","Rathdrum, Idaho",,,oblique-photo,"Partial set of prints are owned by the Wallace Ranger District and by the Supervisor's Office of the Idaho Panhandle National Forests, Coeur d'Alene, Idaho.",37CF8-30,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,"CD-ROM F746.P755 2000, disc 3",University of Idaho Library,eng,2000,2009-11,Dennis Baird,2010-02-24,2014-10-28,898,aerial898,image,aerial898.jpg,https://objects.lib.uidaho.edu/aerial/aerial898.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial898_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial898_th.jpg,
CF8-31,Washington National Guard,1937,,Black and white oblique photo taken by the Washington National Guard.,"Kootenai County, Idaho; Rathdrum, Idaho","Kootenai County, Idaho","Rathdrum, Idaho",,,oblique-photo,"Partial set of prints are owned by the Wallace Ranger District and by the Supervisor's Office of the Idaho Panhandle National Forests, Coeur d'Alene, Idaho.",37CF8-31,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,"CD-ROM F746.P755 2000, disc 3",University of Idaho Library,eng,2000,2009-11,Dennis Baird,2010-02-24,2014-10-28,899,aerial899,image,aerial899.jpg,https://objects.lib.uidaho.edu/aerial/aerial899.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial899_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial899_th.jpg,
CF8-32,Washington National Guard,1937,,Black and white oblique photo taken by the Washington National Guard.,"Kootenai County, Idaho; Rathdrum, Idaho","Kootenai County, Idaho","Rathdrum, Idaho",,,oblique-photo,"Partial set of prints are owned by the Wallace Ranger District and by the Supervisor's Office of the Idaho Panhandle National Forests, Coeur d'Alene, Idaho.",37CF8-32,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,"CD-ROM F746.P755 2000, disc 3",University of Idaho Library,eng,2000,2009-11,Dennis Baird,2010-02-24,2014-10-28,900,aerial900,image,aerial900.jpg,https://objects.lib.uidaho.edu/aerial/aerial900.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial900_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial900_th.jpg,
CF8-33,Washington National Guard,1937,,Black and white oblique photo taken by the Washington National Guard.,"Kootenai County, Idaho; Rathdrum, Idaho","Kootenai County, Idaho","Rathdrum, Idaho",,,oblique-photo,"Partial set of prints are owned by the Wallace Ranger District and by the Supervisor's Office of the Idaho Panhandle National Forests, Coeur d'Alene, Idaho.",37CF8-33,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,"CD-ROM F746.P755 2000, disc 3",University of Idaho Library,eng,2000,2009-11,Dennis Baird,2010-02-24,2014-10-28,901,aerial901,image,aerial901.jpg,https://objects.lib.uidaho.edu/aerial/aerial901.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial901_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial901_th.jpg,
CF8-34,Washington National Guard,1937,,Black and white oblique photo taken by the Washington National Guard.,"Kootenai County, Idaho; Rathdrum, Idaho","Kootenai County, Idaho","Rathdrum, Idaho",,,oblique-photo,"Partial set of prints are owned by the Wallace Ranger District and by the Supervisor's Office of the Idaho Panhandle National Forests, Coeur d'Alene, Idaho.",37CF8-34,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,"CD-ROM F746.P755 2000, disc 3",University of Idaho Library,eng,2000,2009-11,Dennis Baird,2010-02-24,2014-10-28,902,aerial902,image,aerial902.jpg,https://objects.lib.uidaho.edu/aerial/aerial902.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial902_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial902_th.jpg,
CF8-35,Washington National Guard,1937,,Black and white oblique photo taken by the Washington National Guard.,"Kootenai County, Idaho; Rathdrum, Idaho","Kootenai County, Idaho","Rathdrum, Idaho",,,oblique-photo,"Partial set of prints are owned by the Wallace Ranger District and by the Supervisor's Office of the Idaho Panhandle National Forests, Coeur d'Alene, Idaho.",37CF8-35,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,"CD-ROM F746.P755 2000, disc 3",University of Idaho Library,eng,2000,2009-11,Dennis Baird,2010-02-24,2014-10-28,903,aerial903,image,aerial903.jpg,https://objects.lib.uidaho.edu/aerial/aerial903.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial903_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial903_th.jpg,
CF8-36,Washington National Guard,1937,,Black and white oblique photo taken by the Washington National Guard.,"Kootenai County, Idaho; Rathdrum, Idaho","Kootenai County, Idaho","Rathdrum, Idaho",,,oblique-photo,"Partial set of prints are owned by the Wallace Ranger District and by the Supervisor's Office of the Idaho Panhandle National Forests, Coeur d'Alene, Idaho.",37CF8-36,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,"CD-ROM F746.P755 2000, disc 3",University of Idaho Library,eng,2000,2009-11,Dennis Baird,2010-02-24,2014-10-28,904,aerial904,image,aerial904.jpg,https://objects.lib.uidaho.edu/aerial/aerial904.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial904_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial904_th.jpg,
CF8-37,Washington National Guard,1937,,Black and white oblique photo taken by the Washington National Guard.,"Kootenai County, Idaho; Rathdrum, Idaho","Kootenai County, Idaho","Rathdrum, Idaho",,,oblique-photo,"Partial set of prints are owned by the Wallace Ranger District and by the Supervisor's Office of the Idaho Panhandle National Forests, Coeur d'Alene, Idaho.",37CF8-37,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,"CD-ROM F746.P755 2000, disc 3",University of Idaho Library,eng,2000,2009-11,Dennis Baird,2010-02-24,2014-10-28,905,aerial905,image,aerial905.jpg,https://objects.lib.uidaho.edu/aerial/aerial905.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial905_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial905_th.jpg,
CF8-38,Washington National Guard,1937,,Black and white oblique photo taken by the Washington National Guard.,"Kootenai County, Idaho; Rathdrum, Idaho","Kootenai County, Idaho","Rathdrum, Idaho",,,oblique-photo,"Partial set of prints are owned by the Wallace Ranger District and by the Supervisor's Office of the Idaho Panhandle National Forests, Coeur d'Alene, Idaho.",37CF8-38,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,"CD-ROM F746.P755 2000, disc 3",University of Idaho Library,eng,2000,2009-11,Dennis Baird,2010-02-24,2014-10-28,906,aerial906,image,aerial906.jpg,https://objects.lib.uidaho.edu/aerial/aerial906.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial906_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial906_th.jpg,
CF8-39,Washington National Guard,1937,,Black and white oblique photo taken by the Washington National Guard.,"Kootenai County, Idaho; Rathdrum, Idaho","Kootenai County, Idaho","Rathdrum, Idaho",,,oblique-photo,"Partial set of prints are owned by the Wallace Ranger District and by the Supervisor's Office of the Idaho Panhandle National Forests, Coeur d'Alene, Idaho.",37CF8-39,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,"CD-ROM F746.P755 2000, disc 3",University of Idaho Library,eng,2000,2009-11,Dennis Baird,2010-02-24,2014-10-28,907,aerial907,image,aerial907.jpg,https://objects.lib.uidaho.edu/aerial/aerial907.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial907_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial907_th.jpg,
CF8-40,Washington National Guard,1937,,Black and white oblique photo taken by the Washington National Guard.,"Kootenai County, Idaho; Rathdrum, Idaho","Kootenai County, Idaho","Rathdrum, Idaho",,,oblique-photo,"Partial set of prints are owned by the Wallace Ranger District and by the Supervisor's Office of the Idaho Panhandle National Forests, Coeur d'Alene, Idaho.",37CF8-40,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,"CD-ROM F746.P755 2000, disc 3",University of Idaho Library,eng,2000,2009-11,Dennis Baird,2010-02-24,2014-10-28,908,aerial908,image,aerial908.jpg,https://objects.lib.uidaho.edu/aerial/aerial908.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial908_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial908_th.jpg,
CF8-41,Washington National Guard,1937,,Black and white oblique photo taken by the Washington National Guard.,"Kootenai County, Idaho; Rathdrum, Idaho","Kootenai County, Idaho","Rathdrum, Idaho",,,oblique-photo,"Partial set of prints are owned by the Wallace Ranger District and by the Supervisor's Office of the Idaho Panhandle National Forests, Coeur d'Alene, Idaho.",37CF8-41,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,"CD-ROM F746.P755 2000, disc 3",University of Idaho Library,eng,2000,2009-11,Dennis Baird,2010-02-24,2014-10-28,909,aerial909,image,aerial909.jpg,https://objects.lib.uidaho.edu/aerial/aerial909.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial909_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial909_th.jpg,
CF8-42,Washington National Guard,1937,,Black and white oblique photo taken by the Washington National Guard.,"Kootenai County, Idaho; Rathdrum, Idaho","Kootenai County, Idaho","Rathdrum, Idaho",,,oblique-photo,"Partial set of prints are owned by the Wallace Ranger District and by the Supervisor's Office of the Idaho Panhandle National Forests, Coeur d'Alene, Idaho.",37CF8-42,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,"CD-ROM F746.P755 2000, disc 3",University of Idaho Library,eng,2000,2009-11,Dennis Baird,2010-02-24,2014-10-28,910,aerial910,image,aerial910.jpg,https://objects.lib.uidaho.edu/aerial/aerial910.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial910_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial910_th.jpg,
CF8-43,Washington National Guard,1937,,Black and white oblique photo taken by the Washington National Guard.,"Kootenai County, Idaho; Rathdrum, Idaho","Kootenai County, Idaho","Rathdrum, Idaho",,,oblique-photo,"Partial set of prints are owned by the Wallace Ranger District and by the Supervisor's Office of the Idaho Panhandle National Forests, Coeur d'Alene, Idaho.",37CF8-43,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,"CD-ROM F746.P755 2000, disc 3",University of Idaho Library,eng,2000,2009-11,Dennis Baird,2010-02-24,2014-10-28,911,aerial911,image,aerial911.jpg,https://objects.lib.uidaho.edu/aerial/aerial911.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial911_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial911_th.jpg,
CF8-44,Washington National Guard,1937,,Black and white oblique photo taken by the Washington National Guard.,"Kootenai County, Idaho; Rathdrum, Idaho","Kootenai County, Idaho","Rathdrum, Idaho",,,oblique-photo,"Partial set of prints are owned by the Wallace Ranger District and by the Supervisor's Office of the Idaho Panhandle National Forests, Coeur d'Alene, Idaho.",37CF8-44,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,"CD-ROM F746.P755 2000, disc 3",University of Idaho Library,eng,2000,2009-11,Dennis Baird,2010-02-24,2014-10-28,912,aerial912,image,aerial912.jpg,https://objects.lib.uidaho.edu/aerial/aerial912.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial912_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial912_th.jpg,
CF8-66,Washington National Guard,1937,,Black and white oblique photo taken by the Washington National Guard.,"Kootenai County, Idaho; Rathdrum, Idaho","Kootenai County, Idaho","Rathdrum, Idaho",,,oblique-photo,"Partial set of prints are owned by the Wallace Ranger District and by the Supervisor's Office of the Idaho Panhandle National Forests, Coeur d'Alene, Idaho.",37CF8-66,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,"CD-ROM F746.P755 2000, disc 3",University of Idaho Library,eng,2000,2009-11,Dennis Baird,2010-02-24,2014-10-28,913,aerial913,image,aerial913.jpg,https://objects.lib.uidaho.edu/aerial/aerial913.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial913_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial913_th.jpg,
CF8-67,Washington National Guard,1937,,Black and white oblique photo taken by the Washington National Guard.,"Kootenai County, Idaho; Rathdrum, Idaho","Kootenai County, Idaho","Rathdrum, Idaho",,,oblique-photo,"Partial set of prints are owned by the Wallace Ranger District and by the Supervisor's Office of the Idaho Panhandle National Forests, Coeur d'Alene, Idaho.",37CF8-67,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,"CD-ROM F746.P755 2000, disc 3",University of Idaho Library,eng,2000,2009-11,Dennis Baird,2010-02-24,2014-10-28,914,aerial914,image,aerial914.jpg,https://objects.lib.uidaho.edu/aerial/aerial914.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial914_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial914_th.jpg,
CF8-26,Washington National Guard,1937,,Black and white oblique photo taken by the Washington National Guard.,"Kootenai County, Idaho; Rathdrum, Idaho","Kootenai County, Idaho","Rathdrum, Idaho",,,oblique-photo,"Partial set of prints are owned by the Wallace Ranger District and by the Supervisor's Office of the Idaho Panhandle National Forests, Coeur d'Alene, Idaho.",37CF8-26,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,"CD-ROM F746.P755 2000, disc 3",University of Idaho Library,eng,2000,2009-11,Dennis Baird,2010-02-24,2014-10-28,915,aerial915,image,aerial915.jpg,https://objects.lib.uidaho.edu/aerial/aerial915.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial915_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial915_th.jpg,
CF8-68,Washington National Guard,1937,,Black and white oblique photo taken by the Washington National Guard.,"Kootenai County, Idaho; Rathdrum, Idaho","Kootenai County, Idaho","Rathdrum, Idaho",,,oblique-photo,"Partial set of prints are owned by the Wallace Ranger District and by the Supervisor's Office of the Idaho Panhandle National Forests, Coeur d'Alene, Idaho.",37CF8-68,Images are scanned at 300 dpi using an HP 4c scanner and are saved on the CD-ROM as compressed TIFF files.,"Materials from the University of Idaho Library's Digital Collections are made available online for research purposes. Permission for reproduction, distribution, public display, performance, or publication must be obtained in writing from the Head of Special Collections & Archives. The University of Idaho Library makes no representation that it is the copyright owner in all of its holdings. It is the responsibility of the user to obtain all necessary rights and clearances for use of materials. For questions, contact the Head of Special Collections & Archives.",image/jpeg,Image;StillImage,,,Idaho Aerial Photograph Collection,"CD-ROM F746.P755 2000, disc 3",University of Idaho Library,eng,2000,2009-11,Dennis Baird,2010-02-24,2014-10-28,916,aerial916,image,aerial916.jpg,https://objects.lib.uidaho.edu/aerial/aerial916.jpg,https://objects.lib.uidaho.edu/aerial/small/aerial916_sm.jpg,https://objects.lib.uidaho.edu/aerial/thumbs/aerial916_th.jpg,
